Cargo,Personal Planta Contrato Plazo Fijo,Personal Planta Contrato Plazo Indefinido,Mes,Ano,Empresa
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,4,2020,Sudmaris
Jefes de Turno,0,0,4,2020,Sudmaris
Supervisores Produccion,0,0,4,2020,Sudmaris
Supervisores Calidad,0,0,4,2020,Sudmaris
Monitores Calidad,0,0,4,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,4,2020,Sudmaris
Tesorero,0,0,4,2020,Sudmaris
Asistente Contabilidad,0,0,4,2020,Sudmaris
Jefe RRHH,0,0,4,2020,Sudmaris
Jefe de Adquisicion,0,0,4,2020,Sudmaris
Prevencion de Riesgo,0,0,4,2020,Sudmaris
Control de Gestion,0,0,4,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,4,2020,Sudmaris
Operarios directos (produccion),88,12,4,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",28,5,4,2020,Sudmaris
Jefes de Turno,0,2,4,2020,Sudmaris
Supervisores Produccion,3,6,4,2020,Sudmaris
Supervisores Calidad,0,2,4,2020,Sudmaris
Monitores Calidad,8,4,4,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,12,4,2020,Sudmaris
Tesorero,0,1,4,2020,Sudmaris
Asistente Contabilidad,0,1,4,2020,Sudmaris
Jefe RRHH,0,1,4,2020,Sudmaris
Jefe de Adquisicion,0,1,4,2020,Sudmaris
Prevencion de Riesgo,0,1,4,2020,Sudmaris
Control de Gestion,0,1,4,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,1,29,4,2020,Sudmaris
Operarios directos (produccion),0,0,5,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,5,2020,Sudmaris
Jefes de Turno,0,0,5,2020,Sudmaris
Supervisores Produccion,0,0,5,2020,Sudmaris
Supervisores Calidad,0,0,5,2020,Sudmaris
Monitores Calidad,0,0,5,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,5,2020,Sudmaris
Tesorero,0,0,5,2020,Sudmaris
Asistente Contabilidad,0,0,5,2020,Sudmaris
Jefe RRHH,0,0,5,2020,Sudmaris
Jefe de Adquisicion,0,0,5,2020,Sudmaris
Prevencion de Riesgo,0,0,5,2020,Sudmaris
Control de Gestion,0,0,5,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,5,2020,Sudmaris
Operarios directos (produccion),176,17,5,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",37,5,5,2020,Sudmaris
Jefes de Turno,0,2,5,2020,Sudmaris
Supervisores Produccion,3,6,5,2020,Sudmaris
Supervisores Calidad,0,2,5,2020,Sudmaris
Monitores Calidad,7,3,5,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,12,5,2020,Sudmaris
Tesorero,1,1,5,2020,Sudmaris
Asistente Contabilidad,0,2,5,2020,Sudmaris
Jefe RRHH,0,1,5,2020,Sudmaris
Jefe de Adquisicion,0,1,5,2020,Sudmaris
Prevencion de Riesgo,0,2,5,2020,Sudmaris
Control de Gestion,0,2,5,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,2,18,5,2020,Sudmaris
Operarios directos (produccion),0,0,6,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,6,2020,Sudmaris
Jefes de Turno,0,0,6,2020,Sudmaris
Supervisores Produccion,0,0,6,2020,Sudmaris
Supervisores Calidad,0,0,6,2020,Sudmaris
Monitores Calidad,0,0,6,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,6,2020,Sudmaris
Tesorero,0,0,6,2020,Sudmaris
Asistente Contabilidad,0,0,6,2020,Sudmaris
Jefe RRHH,0,0,6,2020,Sudmaris
Jefe de Adquisicion,0,0,6,2020,Sudmaris
Prevencion de Riesgo,0,0,6,2020,Sudmaris
Control de Gestion,0,0,6,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,6,2020,Sudmaris
Operarios directos (produccion),176,18,6,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",37,5,6,2020,Sudmaris
Jefes de Turno,0,2,6,2020,Sudmaris
Supervisores Produccion,3,6,6,2020,Sudmaris
Supervisores Calidad,0,2,6,2020,Sudmaris
Monitores Calidad,7,4,6,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,13,6,2020,Sudmaris
Tesorero,1,1,6,2020,Sudmaris
Asistente Contabilidad,0,1,6,2020,Sudmaris
Jefe RRHH,0,1,6,2020,Sudmaris
Jefe de Adquisicion,0,1,6,2020,Sudmaris
Prevencion de Riesgo,0,2,6,2020,Sudmaris
Control de Gestion,0,2,6,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,1,17,6,2020,Sudmaris
Operarios directos (produccion),0,0,7,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,7,2020,Sudmaris
Jefes de Turno,0,0,7,2020,Sudmaris
Supervisores Produccion,0,0,7,2020,Sudmaris
Supervisores Calidad,0,0,7,2020,Sudmaris
Monitores Calidad,0,0,7,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,7,2020,Sudmaris
Tesorero,0,0,7,2020,Sudmaris
Asistente Contabilidad,0,0,7,2020,Sudmaris
Jefe RRHH,0,0,7,2020,Sudmaris
Jefe de Adquisicion,0,0,7,2020,Sudmaris
Prevencion de Riesgo,0,0,7,2020,Sudmaris
Control de Gestion,0,0,7,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,7,2020,Sudmaris
Operarios directos (produccion),185,18,7,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",33,5,7,2020,Sudmaris
Jefes de Turno,0,2,7,2020,Sudmaris
Supervisores Produccion,3,6,7,2020,Sudmaris
Supervisores Calidad,0,2,7,2020,Sudmaris
Monitores Calidad,7,4,7,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,13,7,2020,Sudmaris
Tesorero,1,1,7,2020,Sudmaris
Asistente Contabilidad,0,1,7,2020,Sudmaris
Jefe RRHH,0,1,7,2020,Sudmaris
Jefe de Adquisicion,0,1,7,2020,Sudmaris
Prevencion de Riesgo,0,2,7,2020,Sudmaris
Control de Gestion,0,2,7,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,3,20,7,2020,Sudmaris
Operarios directos (produccion),0,0,8,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,8,2020,Sudmaris
Jefes de Turno,0,0,8,2020,Sudmaris
Supervisores Produccion,0,0,8,2020,Sudmaris
Supervisores Calidad,0,0,8,2020,Sudmaris
Monitores Calidad,0,0,8,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,8,2020,Sudmaris
Tesorero,0,0,8,2020,Sudmaris
Asistente Contabilidad,0,0,8,2020,Sudmaris
Jefe RRHH,0,0,8,2020,Sudmaris
Jefe de Adquisicion,0,0,8,2020,Sudmaris
Prevencion de Riesgo,0,0,8,2020,Sudmaris
Control de Gestion,0,0,8,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,8,2020,Sudmaris
Operarios directos (produccion),142,23,8,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",35,5,8,2020,Sudmaris
Jefes de Turno,0,2,8,2020,Sudmaris
Supervisores Produccion,5,6,8,2020,Sudmaris
Supervisores Calidad,0,2,8,2020,Sudmaris
Monitores Calidad,7,4,8,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,1,11,8,2020,Sudmaris
Tesorero,1,1,8,2020,Sudmaris
Asistente Contabilidad,0,2,8,2020,Sudmaris
Jefe RRHH,0,1,8,2020,Sudmaris
Jefe de Adquisicion,0,1,8,2020,Sudmaris
Prevencion de Riesgo,0,2,8,2020,Sudmaris
Control de Gestion,0,2,8,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,5,27,8,2020,Sudmaris
Operarios directos (produccion),0,0,9,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,9,2020,Sudmaris
Jefes de Turno,0,0,9,2020,Sudmaris
Supervisores Produccion,0,0,9,2020,Sudmaris
Supervisores Calidad,0,0,9,2020,Sudmaris
Monitores Calidad,0,0,9,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,9,2020,Sudmaris
Tesorero,0,0,9,2020,Sudmaris
Asistente Contabilidad,0,0,9,2020,Sudmaris
Jefe RRHH,0,0,9,2020,Sudmaris
Jefe de Adquisicion,0,0,9,2020,Sudmaris
Prevencion de Riesgo,0,0,9,2020,Sudmaris
Control de Gestion,0,0,9,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,9,2020,Sudmaris
Operarios directos (produccion),76,23,9,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",21,3,9,2020,Sudmaris
Jefes de Turno,0,2,9,2020,Sudmaris
Supervisores Produccion,4,6,9,2020,Sudmaris
Supervisores Calidad,0,2,9,2020,Sudmaris
Monitores Calidad,5,4,9,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,1,12,9,2020,Sudmaris
Tesorero,1,1,9,2020,Sudmaris
Asistente Contabilidad,0,2,9,2020,Sudmaris
Jefe RRHH,0,1,9,2020,Sudmaris
Jefe de Adquisicion,0,1,9,2020,Sudmaris
Prevencion de Riesgo,0,2,9,2020,Sudmaris
Control de Gestion,0,2,9,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,5,27,9,2020,Sudmaris
Operarios directos (produccion),0,0,10,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,10,2020,Sudmaris
Jefes de Turno,0,0,10,2020,Sudmaris
Supervisores Produccion,0,0,10,2020,Sudmaris
Supervisores Calidad,0,0,10,2020,Sudmaris
Monitores Calidad,0,0,10,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,10,2020,Sudmaris
Tesorero,0,0,10,2020,Sudmaris
Asistente Contabilidad,0,0,10,2020,Sudmaris
Jefe RRHH,0,0,10,2020,Sudmaris
Jefe de Adquisicion,0,0,10,2020,Sudmaris
Prevencion de Riesgo,0,0,10,2020,Sudmaris
Control de Gestion,0,0,10,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,10,2020,Sudmaris
Operarios directos (produccion),0,0,11,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,11,2020,Sudmaris
Jefes de Turno,0,0,11,2020,Sudmaris
Supervisores Produccion,0,0,11,2020,Sudmaris
Supervisores Calidad,0,0,11,2020,Sudmaris
Monitores Calidad,0,0,11,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,11,2020,Sudmaris
Tesorero,0,0,11,2020,Sudmaris
Asistente Contabilidad,0,0,11,2020,Sudmaris
Jefe RRHH,0,0,11,2020,Sudmaris
Jefe de Adquisicion,0,0,11,2020,Sudmaris
Prevencion de Riesgo,0,0,11,2020,Sudmaris
Control de Gestion,0,0,11,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,11,2020,Sudmaris
Operarios directos (produccion),147,28,11,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",30,3,11,2020,Sudmaris
Jefes de Turno,0,2,11,2020,Sudmaris
Supervisores Produccion,5,6,11,2020,Sudmaris
Supervisores Calidad,0,2,11,2020,Sudmaris
Monitores Calidad,8,4,11,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,1,11,11,2020,Sudmaris
Tesorero,1,0,11,2020,Sudmaris
Asistente Contabilidad,0,2,11,2020,Sudmaris
Jefe RRHH,0,1,11,2020,Sudmaris
Jefe de Adquisicion,0,1,11,2020,Sudmaris
Prevencion de Riesgo,1,2,11,2020,Sudmaris
Control de Gestion,0,2,11,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,1,22,11,2020,Sudmaris
Operarios directos (produccion),0,0,12,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,0,12,2020,Sudmaris
Jefes de Turno,0,0,12,2020,Sudmaris
Supervisores Produccion,0,0,12,2020,Sudmaris
Supervisores Calidad,0,0,12,2020,Sudmaris
Monitores Calidad,0,0,12,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,0,0,12,2020,Sudmaris
Tesorero,0,0,12,2020,Sudmaris
Asistente Contabilidad,0,0,12,2020,Sudmaris
Jefe RRHH,0,0,12,2020,Sudmaris
Jefe de Adquisicion,0,0,12,2020,Sudmaris
Prevencion de Riesgo,0,0,12,2020,Sudmaris
Control de Gestion,0,0,12,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,0,12,2020,Sudmaris
Operarios directos (produccion),169,19,12,2020,Sudmaris
"Operarios Indirectos (Frigorifico, Aseo, etc)",33,3,12,2020,Sudmaris
Jefes de Turno,0,2,12,2020,Sudmaris
Supervisores Produccion,5,6,12,2020,Sudmaris
Supervisores Calidad,0,2,12,2020,Sudmaris
Monitores Calidad,9,4,12,2020,Sudmaris
Operadores Mantencion y Administracion Directo Planta (Contador,1,12,12,2020,Sudmaris
Tesorero,1,1,12,2020,Sudmaris
Asistente Contabilidad,0,2,12,2020,Sudmaris
Jefe RRHH,0,1,12,2020,Sudmaris
Jefe de Adquisicion,0,1,12,2020,Sudmaris
Prevencion de Riesgo,1,2,12,2020,Sudmaris
Control de Gestion,0,2,12,2020,Sudmaris
Otro cargo que su trabajo esta asociado directamente con Planta,0,26,12,2020,Sudmaris
Operarios directos (produccion),210.4333333,67.73333333,1,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",4,20.7,1,2020,Blue Shell
Jefes de Turno,0,2,1,2020,Blue Shell
Supervisores Produccion,0.566666667,7,1,2020,Blue Shell
Supervisores Calidad,0,2,1,2020,Blue Shell
Monitores Calidad,6.433333333,2,1,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,0.8,18,1,2020,Blue Shell
Tesorero,0,0,1,2020,Blue Shell
Asistente Contabilidad,0,2,1,2020,Blue Shell
Jefe RRHH,0,1,1,2020,Blue Shell
Jefe de Adquisicion,0,2,1,2020,Blue Shell
Prevencion de Riesgo,0,0,1,2020,Blue Shell
Control de Gestion,0,9.533333333,1,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,2,37.86666667,1,2020,Blue Shell
Operarios directos (produccion),260,63,2,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",5,21,2,2020,Blue Shell
Jefes de Turno,0,2,2,2020,Blue Shell
Supervisores Produccion,1,7,2,2020,Blue Shell
Supervisores Calidad,0,2,2,2020,Blue Shell
Monitores Calidad,7,2,2,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,1,18,2,2020,Blue Shell
Tesorero,0,0,2,2020,Blue Shell
Asistente Contabilidad,0,2,2,2020,Blue Shell
Jefe RRHH,0,1,2,2020,Blue Shell
Jefe de Adquisicion,0,2,2,2020,Blue Shell
Prevencion de Riesgo,1,0,2,2020,Blue Shell
Control de Gestion,1,9,2,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,3,36,2,2020,Blue Shell
Operarios directos (produccion),272,62,3,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",6,21,3,2020,Blue Shell
Jefes de Turno,0,2,3,2020,Blue Shell
Supervisores Produccion,1,7,3,2020,Blue Shell
Supervisores Calidad,0,2,3,2020,Blue Shell
Monitores Calidad,7,2,3,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,1,18,3,2020,Blue Shell
Tesorero,0,0,3,2020,Blue Shell
Asistente Contabilidad,0,2,3,2020,Blue Shell
Jefe RRHH,0,1,3,2020,Blue Shell
Jefe de Adquisicion,0,2,3,2020,Blue Shell
Prevencion de Riesgo,1,0,3,2020,Blue Shell
Control de Gestion,2,9,3,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,5,35,3,2020,Blue Shell
Operarios directos (produccion),30,58,4,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,18,4,2020,Blue Shell
Jefes de Turno,0,2,4,2020,Blue Shell
Supervisores Produccion,0,6,4,2020,Blue Shell
Supervisores Calidad,0,1,4,2020,Blue Shell
Monitores Calidad,2,2,4,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,0,14,4,2020,Blue Shell
Tesorero,0,0,4,2020,Blue Shell
Asistente Contabilidad,0,2,4,2020,Blue Shell
Jefe RRHH,0,1,4,2020,Blue Shell
Jefe de Adquisicion,0,2,4,2020,Blue Shell
Prevencion de Riesgo,1,0,4,2020,Blue Shell
Control de Gestion,2,10,4,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,2,32,4,2020,Blue Shell
Operarios directos (produccion),111,38,5,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,18,5,2020,Blue Shell
Jefes de Turno,0,2,5,2020,Blue Shell
Supervisores Produccion,0,6,5,2020,Blue Shell
Supervisores Calidad,0,1,5,2020,Blue Shell
Monitores Calidad,2,2,5,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,0,17,5,2020,Blue Shell
Tesorero,0,0,5,2020,Blue Shell
Asistente Contabilidad,0,2,5,2020,Blue Shell
Jefe RRHH,0,1,5,2020,Blue Shell
Jefe de Adquisicion,0,2,5,2020,Blue Shell
Prevencion de Riesgo,0,1,5,2020,Blue Shell
Control de Gestion,2,10,5,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,2,50,5,2020,Blue Shell
Operarios directos (produccion),78.63,78.97,6,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,11,6,2020,Blue Shell
Jefes de Turno,0,0,6,2020,Blue Shell
Supervisores Produccion,0,17,6,2020,Blue Shell
Supervisores Calidad,0,0,6,2020,Blue Shell
Monitores Calidad,0,29.33,6,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,0,16.7,6,2020,Blue Shell
Tesorero,0,0,6,2020,Blue Shell
Asistente Contabilidad,0,0,6,2020,Blue Shell
Jefe RRHH,0,0,6,2020,Blue Shell
Jefe de Adquisicion,0,0,6,2020,Blue Shell
Prevencion de Riesgo,0,0,6,2020,Blue Shell
Control de Gestion,0,0,6,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,0,23,6,2020,Blue Shell
Operarios directos (produccion),128.9863,61.0137,7,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,10.26,7,2020,Blue Shell
Jefes de Turno,0,0,7,2020,Blue Shell
Supervisores Produccion,0,17.16,7,2020,Blue Shell
Supervisores Calidad,0,0,7,2020,Blue Shell
Monitores Calidad,0,29.633,7,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,0,16.9333,7,2020,Blue Shell
Tesorero,0,0,7,2020,Blue Shell
Asistente Contabilidad,0,0,7,2020,Blue Shell
Jefe RRHH,0,0,7,2020,Blue Shell
Jefe de Adquisicion,0,0,7,2020,Blue Shell
Prevencion de Riesgo,0,0,7,2020,Blue Shell
Control de Gestion,0,0,7,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,0,23,7,2020,Blue Shell
Operarios directos (produccion),156,76.99,8,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",4,6,8,2020,Blue Shell
Jefes de Turno,0,25.533,8,2020,Blue Shell
Supervisores Produccion,0,0,8,2020,Blue Shell
Supervisores Calidad,0,0,8,2020,Blue Shell
Monitores Calidad,5,14,8,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,1,15.6033,8,2020,Blue Shell
Tesorero,0,0,8,2020,Blue Shell
Asistente Contabilidad,0,0,8,2020,Blue Shell
Jefe RRHH,0,0,8,2020,Blue Shell
Jefe de Adquisicion,0,0,8,2020,Blue Shell
Prevencion de Riesgo,0,0,8,2020,Blue Shell
Control de Gestion,0,0,8,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,2,21,8,2020,Blue Shell
Operarios directos (produccion),0,70.54,9,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",0,6.23,9,2020,Blue Shell
Jefes de Turno,0,0,9,2020,Blue Shell
Supervisores Produccion,0,21.44,9,2020,Blue Shell
Supervisores Calidad,0,0,9,2020,Blue Shell
Monitores Calidad,0,12.76,9,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,0,20.6033,9,2020,Blue Shell
Tesorero,0,0,9,2020,Blue Shell
Asistente Contabilidad,0,0,9,2020,Blue Shell
Jefe RRHH,0,0,9,2020,Blue Shell
Jefe de Adquisicion,0,0,9,2020,Blue Shell
Prevencion de Riesgo,0,0,9,2020,Blue Shell
Control de Gestion,0,0,9,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,0,13,9,2020,Blue Shell
Operarios directos (produccion),88,59,11,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,6,11,2020,Blue Shell
Jefes de Turno,0,0,11,2020,Blue Shell
Supervisores Produccion,2,24.89,11,2020,Blue Shell
Supervisores Calidad,0,0,11,2020,Blue Shell
Monitores Calidad,1,15.9,11,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,1,17.6033,11,2020,Blue Shell
Tesorero,0,0,11,2020,Blue Shell
Asistente Contabilidad,0,0,11,2020,Blue Shell
Jefe RRHH,0,0,11,2020,Blue Shell
Jefe de Adquisicion,0,0,11,2020,Blue Shell
Prevencion de Riesgo,0,0,11,2020,Blue Shell
Control de Gestion,0,0,11,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,1,20,11,2020,Blue Shell
Operarios directos (produccion),88,125,12,2020,Blue Shell
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,9,12,2020,Blue Shell
Jefes de Turno,0,0,12,2020,Blue Shell
Supervisores Produccion,2,32.89,12,2020,Blue Shell
Supervisores Calidad,0,0,12,2020,Blue Shell
Monitores Calidad,1,18.9,12,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,1,16.6033,12,2020,Blue Shell
Tesorero,0,0,12,2020,Blue Shell
Asistente Contabilidad,0,0,12,2020,Blue Shell
Jefe RRHH,0,0,12,2020,Blue Shell
Jefe de Adquisicion,0,0,12,2020,Blue Shell
Prevencion de Riesgo,0,0,12,2020,Blue Shell
Control de Gestion,0,0,12,2020,Blue Shell
Otro cargo que su trabajo esta asociado directamente con Planta,1,21,12,2020,Blue Shell
Operadores Mantencion y Administracion Directo Planta (Contador,1,16.3333,1,2021,Data Mussel
Monitores Calidad,1,18,1,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,10.4,1,2021,Data Mussel
Supervisores Produccion,2,31.66,1,2021,Data Mussel
Operarios directos (produccion),88,123.6,1,2021,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,16.5333,2,2021,Data Mussel
Monitores Calidad,1,14.4,2,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,11.9,2,2021,Data Mussel
Supervisores Produccion,2,31.66,2,2021,Data Mussel
Operarios directos (produccion),88,120.6,2,2021,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,16.2333,3,2021,Data Mussel
Monitores Calidad,1,16.7,3,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,13.5,3,2021,Data Mussel
Supervisores Produccion,2,32.5,3,2021,Data Mussel
Operarios directos (produccion),88,124.4,3,2021,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,15.8,4,2021,Data Mussel
Monitores Calidad,1,16.5,4,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,13.5,4,2021,Data Mussel
Supervisores Produccion,2,32.9,4,2021,Data Mussel
Operarios directos (produccion),88,147.3,4,2021,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,17.37,5,2021,Data Mussel
Monitores Calidad,1,17.49,5,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,13.1,5,2021,Data Mussel
Supervisores Produccion,2,30.44,5,2021,Data Mussel
Operarios directos (produccion),88,135.8,5,2021,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,18,6,2021,Data Mussel
Monitores Calidad,1,16.63,6,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,12.5,6,2021,Data Mussel
Supervisores Produccion,2,30,6,2021,Data Mussel
Operarios directos (produccion),136,63.4,6,2021,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,17.6,7,2021,Data Mussel
Monitores Calidad,1,16.63,7,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,11.8,7,2021,Data Mussel
Supervisores Produccion,2,32.2,7,2021,Data Mussel
Operarios directos (produccion),136,50.6,7,2021,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,4,17.13,8,2021,Data Mussel
Monitores Calidad,2,15.94,8,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",2,12.1,8,2021,Data Mussel
Supervisores Produccion,2,31.4,8,2021,Data Mussel
Operarios directos (produccion),136,31.5,8,2021,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,4,21.83,9,2021,Data Mussel
Monitores Calidad,0,15.7,9,2021,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",3,4,9,2021,Data Mussel
Supervisores Produccion,0,25.5,9,2021,Data Mussel
Operarios directos (produccion),0,48.33,9,2021,Data Mussel
Operarios directos (produccion),210.4333333,67.73333333,1,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",4,20.7,1,2020,Data Mussel
Jefes de Turno,0,2,1,2020,Data Mussel
Supervisores Produccion,0.566666667,7,1,2020,Data Mussel
Supervisores Calidad,0,2,1,2020,Data Mussel
Monitores Calidad,6.433333333,2,1,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,0.8,18,1,2020,Data Mussel
Tesorero,0,0,1,2020,Data Mussel
Asistente Contabilidad,0,2,1,2020,Data Mussel
Jefe RRHH,0,1,1,2020,Data Mussel
Jefe de Adquisicion,0,2,1,2020,Data Mussel
Prevencion de Riesgo,0,0,1,2020,Data Mussel
Control de Gestion,0,9.533333333,1,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,2,37.86666667,1,2020,Data Mussel
Operarios directos (produccion),260,63,2,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",5,21,2,2020,Data Mussel
Jefes de Turno,0,2,2,2020,Data Mussel
Supervisores Produccion,1,7,2,2020,Data Mussel
Supervisores Calidad,0,2,2,2020,Data Mussel
Monitores Calidad,7,2,2,2020,Data Mussel
Operadores Mantencion y Administracion Directo Planta (Contador,1,18,2,2020,Data Mussel
Tesorero,0,0,2,2020,Data Mussel
Asistente Contabilidad,0,2,2,2020,Data Mussel
Jefe RRHH,0,1,2,2020,Data Mussel
Jefe de Adquisicion,0,2,2,2020,Data Mussel
Prevencion de Riesgo,1,0,2,2020,Data Mussel
Control de Gestion,1,9,2,2020,Data Mussel
Otro cargo que su trabajo esta asociado directamente con Planta,3,36,2,2020,Data Mussel
Operarios directos (produccion),272,62,3,2020,Data Mussel
"Operarios Indirectos (Frigorifico, Aseo, etc)",6,21,3,2020,Data Mussel
