Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Ano,Empresa
Media Concha,80-100 UNI/KG,9299,Kilos,Kg netos del producto empacados en el mes*,8,2021,St Andrews
Media Concha,100 UP UNI/KG,9,Kilos,Kg netos del producto empacados en el mes*,8,2021,St Andrews
Entero,NATURAL,383130,Kilos,Kg netos del producto empacados en el mes*,8,2021,St Andrews
Entero,CON SALSA,18350,Kilos,Kg netos del producto empacados en el mes*,8,2021,St Andrews
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,St Andrews
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,St Andrews
Rendimiento Olla mmpp Propia,0,0.216,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2021,St Andrews
Rendimiento Olla mmpp Terceros,0,0.206,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2021,St Andrews
Carne,50-100 UNI/KG,540,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Carne,100-200 UNI/KG,9320,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Carne,200-300 UNI/KG,21214.2,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Carne,300-500 UNI/KG,118500,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Carne,500-1000 UNI/KG,22640,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Carne,INDUSTRIAL,6240,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Media Concha,40-60 UNI/KG,2098,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Media Concha,60-80 UNI/KG,1373,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Media Concha,80-100 UNI/KG,11925,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Entero,NATURAL,211099,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,St Andrews
Rendimiento Olla mmpp Propia,0,0.202,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,9,2021,St Andrews
Rendimiento Olla mmpp Terceros,0,0.184,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,9,2021,St Andrews
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Carne,100-200 UNI/KG,400020,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Carne,200-300 UNI/KG,289280,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Carne,300-500 UNI/KG,100920,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Carne,INDUSTRIAL,56720,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Landes
Rendimiento Olla mmpp Propia,0,0.275,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2021,Landes
Rendimiento Olla mmpp Terceros,0,0.302,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2021,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Carne,100-200 UNI/KG,472240,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Carne,200-300 UNI/KG,334730,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Carne,300-500 UNI/KG,83460,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Carne,INDUSTRIAL,43580,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Landes
Rendimiento Olla mmpp Propia,0,0.332,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Landes
Rendimiento Olla mmpp Terceros,0,0.326,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Carne,100-200 UNI/KG,435460,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Carne,200-300 UNI/KG,427860,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Carne,300-500 UNI/KG,141780,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Carne,INDUSTRIAL,44300,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Landes
Rendimiento Olla mmpp Propia,0,0.257,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Landes
Rendimiento Olla mmpp Terceros,0,0.333,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Carne,100-200 UNI/KG,378230,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Carne,200-300 UNI/KG,531560,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Carne,300-500 UNI/KG,177340,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Carne,INDUSTRIAL,35470,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Landes
Rendimiento Olla mmpp Propia,0,0.291,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Landes
Rendimiento Olla mmpp Terceros,0,0.292,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Carne,100-200 UNI/KG,133110,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Carne,200-300 UNI/KG,601850,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Carne,300-500 UNI/KG,282660,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Carne,INDUSTRIAL,33670,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Landes
Rendimiento Olla mmpp Propia,0,0.261,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2021,Landes
Rendimiento Olla mmpp Terceros,0,0.263,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2021,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Carne,100-200 UNI/KG,57030,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Carne,200-300 UNI/KG,627920,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Carne,300-500 UNI/KG,299260,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Carne,INDUSTRIAL,31240,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Landes
Rendimiento Olla mmpp Propia,0,0.249,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2021,Landes
Rendimiento Olla mmpp Terceros,0,0.231,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2021,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Carne,100-200 UNI/KG,137260,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Carne,200-300 UNI/KG,353190,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Carne,300-500 UNI/KG,510380,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Carne,INDUSTRIAL,35070,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Landes
Rendimiento Olla mmpp Propia,0,0.215,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2021,Landes
Rendimiento Olla mmpp Terceros,0,0.201,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2021,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Carne,100-200 UNI/KG,50000,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Carne,200-300 UNI/KG,92890,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Carne,300-500 UNI/KG,330400,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Carne,INDUSTRIAL,25560,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Landes
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2021,Landes
Rendimiento Olla mmpp Terceros,0,0.174,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2021,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Carne,100-200 UNI/KG,213680,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Carne,200-300 UNI/KG,281730,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Carne,300-500 UNI/KG,105300,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Carne,500-1000 UNI/KG,8520,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Carne,INDUSTRIAL,95480,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Entero,NATURAL,421568,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Entero,CON SALSA,143873,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Camanchaca
Rendimiento Olla mmpp Propia,0,0.2742,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2021,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.2743,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2021,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Carne,100-200 UNI/KG,183260,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Carne,200-300 UNI/KG,318150,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Carne,300-500 UNI/KG,126820,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Carne,500-1000 UNI/KG,15850,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Carne,INDUSTRIAL,89730,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Entero,NATURAL,350200,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Entero,CON SALSA,233900,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Camanchaca
Rendimiento Olla mmpp Propia,0,0.2782,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.3071,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Camanchaca
Entero,NATURAL,421568,Kilos,Kg netos del producto empacados en el mes*,3,2021,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Camanchaca
Rendimiento Olla mmpp Propia,0,0.2742,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.2743,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Camanchaca
Entero,NATURAL,421379,Kilos,Kg netos del producto empacados en el mes*,4,2021,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Camanchaca
Rendimiento Olla mmpp Propia,0,0.2326,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.2929,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Camanchaca
Entero,NATURAL,453738,Kilos,Kg netos del producto empacados en el mes*,5,2021,Camanchaca
